date,location,sales,payment_method
2023-05-20,Berlin,3673,mobile payment
2023-01-01,Amsterdam,458,cryptocurrency
2023-01-05,Paris,4360,debit card
2023-01-10,Cairo,2694,cash
2023-08-27,Amsterdam,2401,credit card
2023-08-25,Cairo,4811,credit card
2023-10-03,Sydney,4131,voucher
2023-11-08,Paris,4467,cryptocurrency
2023-04-06,Toronto,2083,debit card
2023-06-07,Amsterdam,3479,debit card
2023-11-11,Bangkok,2390,bank transfer
2023-11-10,Istanbul,2587,debit card
2023-10-22,Dubai,1845,voucher
2023-07-12,São Paulo,2493,cash
2023-09-02,Mexico City,3042,credit card
2023-11-25,Toronto,1365,mobile payment
2023-11-07,Tokyo,527,voucher
2023-04-22,Istanbul,1934,voucher
2023-02-23,Barcelona,3231,bank transfer
2023-02-05,Dubai,116,debit card
2023-11-25,Barcelona,2872,mobile payment
2023-05-21,Rome,2973,bank transfer
2023-04-20,Berlin,2091,bank transfer
2023-11-11,Berlin,68,voucher
2023-02-15,Mexico City,2132,cryptocurrency
2023-06-11,Cairo,4239,mobile payment
2023-03-18,Moscow,60,debit card
2023-01-06,Moscow,1118,bank transfer
2023-10-11,São Paulo,2621,cryptocurrency
2023-02-22,Moscow,2771,credit card
2023-03-05,Dubai,2013,bank transfer
2023-01-16,Berlin,214,debit card
2023-03-14,Toronto,3461,debit card
2023-07-18,Seoul,780,cash
2023-10-27,Lagos,1378,credit card
2023-10-31,Barcelona,2956,cash
2023-10-29,New York,3251,voucher
2023-04-24,London,3178,credit card
2023-09-17,Bangkok,1265,cryptocurrency
2023-11-07,Seoul,2269,cryptocurrency
2023-03-13,Dubai,201,mobile payment
2023-09-15,São Paulo,1854,voucher
2023-04-25,São Paulo,2531,cryptocurrency
2023-08-10,Barcelona,2046,cryptocurrency
2023-10-14,Mumbai,3491,bank transfer
2023-09-08,London,1189,cash
2023-02-23,Rome,4020,cash
2023-07-01,Cairo,3590,cryptocurrency
2023-08-21,Rome,112,bank transfer
2023-04-30,London,4872,credit card
2023-09-26,Sydney,4172,cryptocurrency
2023-12-09,Paris,4316,voucher
2023-12-09,New York,3746,cash
2023-06-27,Barcelona,251,bank transfer
2023-07-11,Barcelona,3152,credit card
2023-07-10,Istanbul,3238,cash
2023-07-05,Lagos,1060,credit card
2023-12-03,New York,2045,cryptocurrency
2023-03-28,São Paulo,3359,cash
2023-05-30,Lagos,4492,credit card
2023-07-02,Rome,1082,bank transfer
2023-01-22,Sydney,1795,cryptocurrency
2023-02-08,Amsterdam,2214,mobile payment
2023-07-06,Moscow,2776,cash
2023-07-31,New York,2521,bank transfer
2023-06-22,London,3645,voucher
2023-03-17,Mexico City,2313,credit card
2023-05-11,Rome,1203,voucher
2023-02-24,Mumbai,4102,credit card
2023-08-17,Sydney,2699,mobile payment
2023-07-18,São Paulo,2886,cash
2023-09-24,Lagos,2190,cash
2023-10-24,Barcelona,2854,voucher
2023-08-16,Bangkok,333,credit card
2023-06-11,Berlin,438,voucher
2023-08-20,London,797,mobile payment
2023-02-14,New York,893,cryptocurrency
2023-05-19,Istanbul,41,voucher
2023-11-29,Cairo,2234,cash
2023-03-27,Berlin,142,cash
2023-02-03,Amsterdam,4164,cryptocurrency
2023-11-15,Cairo,1501,bank transfer
2023-11-02,Barcelona,3422,cash
2023-02-11,Tokyo,2878,bank transfer
2023-04-21,Berlin,1058,bank transfer
2023-04-18,Mumbai,4908,credit card
2023-01-16,Mexico City,366,voucher
2023-09-16,São Paulo,4351,cash
2023-07-25,Mumbai,1816,cash
2023-03-10,Paris,767,cash
2023-03-11,Bangkok,2704,credit card
2023-05-23,Dubai,1005,cryptocurrency
2023-11-06,Barcelona,2260,bank transfer
2023-06-04,Moscow,4909,cryptocurrency
2023-01-08,Mexico City,99,voucher
2023-05-16,Tokyo,3914,mobile payment
2023-02-28,Paris,1628,debit card
2023-09-03,Rome,3080,voucher
2023-05-19,Lagos,3175,cash
2023-11-22,Amsterdam,506,bank transfer
2023-05-18,Lagos,1497,credit card
2023-12-26,Berlin,1610,bank transfer
2023-10-21,Mumbai,2892,cryptocurrency
2023-02-04,Bangkok,2905,voucher
2023-06-14,London,2224,voucher
2023-11-13,Paris,2343,credit card
2023-08-12,Berlin,959,credit card
2023-02-26,Bangkok,4832,cryptocurrency
2023-11-13,Tokyo,1142,cryptocurrency
2023-06-17,Istanbul,4818,credit card
2023-09-28,London,3571,cash
2023-03-29,Paris,4160,bank transfer
2023-06-15,New York,64,cryptocurrency
2023-11-22,Paris,3809,voucher
2023-03-29,Lagos,2732,mobile payment
2023-08-22,Barcelona,1281,cash
2023-09-07,London,4652,mobile payment
2023-06-28,Istanbul,2957,mobile payment
2023-08-02,Mexico City,1067,mobile payment
2023-09-05,New York,374,bank transfer
2023-09-28,Barcelona,2468,debit card
2023-03-13,Dubai,1947,debit card
2023-05-16,Sydney,3438,mobile payment
2023-06-11,Lagos,2577,mobile payment
2023-10-08,New York,3382,cryptocurrency
2023-11-24,Tokyo,3439,bank transfer
2023-02-26,Cairo,2775,mobile payment
2023-01-05,Tokyo,1622,cryptocurrency
2023-03-25,Cairo,3422,cash
2023-02-16,London,468,cryptocurrency
2023-06-04,Cairo,915,bank transfer
2023-10-10,Rome,401,mobile payment
2023-10-01,Amsterdam,3524,cryptocurrency
2023-07-26,Mumbai,529,bank transfer
2023-08-08,Lagos,3309,voucher
2023-05-18,Tokyo,2297,cash
2023-11-14,Moscow,1648,voucher
2023-11-14,Mexico City,1494,cryptocurrency
2023-01-20,London,4586,voucher
2023-02-19,Amsterdam,4801,voucher
2023-08-25,London,2665,cash
2023-05-01,Seoul,3367,credit card
2023-09-01,London,3975,mobile payment
2023-07-26,New York,4932,mobile payment
2023-04-11,Berlin,3933,credit card
2023-09-20,Amsterdam,4647,debit card
2023-12-04,Bangkok,3405,mobile payment
2023-10-11,Barcelona,915,voucher
2023-06-05,Dubai,4359,bank transfer
2023-10-09,Mexico City,2565,cash
2023-09-12,Dubai,4285,cryptocurrency
2023-12-19,São Paulo,448,cash
2023-02-02,Bangkok,4326,cryptocurrency
2023-06-05,Moscow,2472,voucher
2023-05-09,Mexico City,3443,mobile payment
2023-05-20,Toronto,4775,cryptocurrency
2023-09-27,Toronto,4337,cash
2023-07-05,Toronto,3418,debit card
2023-04-01,Barcelona,528,credit card
2023-10-21,Mexico City,3646,credit card
2023-03-30,New York,4725,credit card
2023-05-25,São Paulo,3074,bank transfer
2023-06-29,Cairo,3674,cash
2023-04-01,Bangkok,4246,voucher
2023-07-27,Cairo,978,credit card
2023-03-10,London,4678,cash
2023-11-29,London,173,mobile payment
2023-03-06,São Paulo,1601,cash
2023-03-02,Mexico City,609,cryptocurrency
2023-04-09,Sydney,4662,mobile payment
2023-09-12,Bangkok,2660,cryptocurrency
2023-03-31,Rome,1784,voucher
2023-11-26,Moscow,4896,mobile payment
2023-02-27,Dubai,3461,debit card
2023-05-02,Seoul,2318,debit card
2023-08-16,Dubai,3833,cash
2023-08-13,Mexico City,422,credit card
2023-04-08,Mumbai,4778,mobile payment
2023-04-01,Barcelona,2094,bank transfer
2023-06-26,London,3283,bank transfer
2023-04-05,Moscow,1207,mobile payment
2023-10-17,London,804,cryptocurrency
2023-08-31,Barcelona,2545,cryptocurrency
2023-06-16,Amsterdam,1387,debit card
2023-03-16,Cairo,1601,mobile payment
2023-03-07,Dubai,625,voucher
2023-12-12,Paris,2964,credit card
2023-03-26,Rome,817,cryptocurrency
2023-09-03,Sydney,4728,bank transfer
2023-12-17,São Paulo,499,cryptocurrency
2023-12-30,Mumbai,1164,mobile payment
2023-10-26,Amsterdam,2838,cash
2023-07-18,Dubai,3525,bank transfer
2023-04-23,New York,3172,cryptocurrency
2023-10-07,Mumbai,2580,voucher
2023-06-28,Amsterdam,3679,credit card
2023-01-20,London,1952,cryptocurrency
2023-09-17,Tokyo,489,cash
2023-10-16,Bangkok,2315,credit card
2023-12-03,Istanbul,1253,debit card
2023-08-04,Barcelona,74,mobile payment
2023-03-03,Barcelona,3099,debit card
2023-02-16,Cairo,4304,debit card
2023-02-19,São Paulo,1145,debit card
2023-09-22,Amsterdam,4202,credit card
2023-11-28,Dubai,2866,debit card
2023-02-22,São Paulo,1080,cryptocurrency
2023-01-15,São Paulo,1580,mobile payment
2023-07-17,São Paulo,4552,credit card
2023-01-29,Lagos,151,debit card
2023-12-14,Cairo,2289,debit card
2023-06-15,Moscow,4679,cryptocurrency
2023-02-20,London,4422,cash
2023-10-04,Mexico City,4538,bank transfer
2023-04-22,Bangkok,3195,cash
2023-03-31,Barcelona,770,credit card
2023-11-04,Berlin,4792,voucher
2023-08-20,Moscow,1893,mobile payment
2023-02-25,Mumbai,4408,cash
2023-11-29,Mumbai,1497,credit card
2023-09-28,Berlin,1331,voucher
2023-06-03,Toronto,651,mobile payment
2023-09-09,Barcelona,3557,bank transfer
2023-12-23,Moscow,2207,voucher
2023-04-13,Bangkok,3078,cash
2023-05-12,Amsterdam,2431,cryptocurrency
2023-07-21,Mexico City,2157,debit card
2023-07-23,Tokyo,4776,debit card
2023-03-28,Bangkok,2342,voucher
2023-06-11,Dubai,4041,bank transfer
2023-11-09,Barcelona,131,cryptocurrency
2023-10-11,Mumbai,3584,cash
2023-05-02,London,4138,mobile payment
2023-10-05,London,3920,voucher
2023-11-18,Berlin,431,bank transfer
2023-03-03,Bangkok,3234,debit card
2023-02-10,Mexico City,711,debit card
2023-09-12,London,1751,debit card
2023-07-28,Seoul,3898,bank transfer
2023-08-25,Mexico City,1205,cryptocurrency
2023-06-01,London,4636,cryptocurrency
2023-02-13,Paris,2496,bank transfer
2023-10-22,Mumbai,1049,bank transfer
2023-11-22,New York,2882,mobile payment
2023-01-02,Paris,4935,credit card
2023-09-27,New York,3067,cryptocurrency
2023-06-01,Sydney,1662,debit card
2023-07-19,Paris,1408,debit card
2023-07-25,Dubai,1731,cash
2023-09-18,London,2449,bank transfer
2023-12-18,Bangkok,4296,bank transfer
2023-05-14,Mexico City,2354,credit card
2023-10-19,Istanbul,4077,cryptocurrency
2023-07-18,Berlin,3694,voucher
2023-09-06,Istanbul,1441,credit card
2023-06-06,Rome,2602,bank transfer
2023-04-20,Seoul,3059,voucher
2023-10-10,Barcelona,2754,mobile payment
2023-12-18,Mumbai,3361,credit card
2023-05-04,São Paulo,2658,credit card
2023-10-03,Amsterdam,2677,credit card
2023-06-20,Rome,2263,bank transfer
2023-06-07,Toronto,4624,cryptocurrency
2023-01-07,Barcelona,2685,debit card
2023-06-14,Lagos,4185,bank transfer
2023-12-07,Istanbul,2692,mobile payment
2023-10-11,Lagos,3240,mobile payment
2023-06-22,Tokyo,1116,mobile payment
2023-09-09,Tokyo,4754,debit card
2023-06-04,Seoul,2272,credit card
2023-08-05,Istanbul,4877,cryptocurrency
2023-08-26,Bangkok,4766,credit card
2023-02-28,Moscow,4563,cash
2023-08-26,Cairo,3864,cryptocurrency
2023-10-26,Rome,260,credit card
2023-10-27,Dubai,1281,bank transfer
2023-12-13,Berlin,2007,cryptocurrency
2023-04-29,Seoul,4748,credit card
2023-07-12,Istanbul,3516,cryptocurrency
2023-12-21,Mumbai,4834,cash
2023-05-10,Toronto,594,cash
2023-10-22,Barcelona,3698,credit card
2023-06-20,Istanbul,4716,mobile payment
2023-03-31,Mexico City,1782,debit card
2023-08-09,Dubai,3135,debit card
2023-12-01,Sydney,3687,credit card
2023-12-16,Bangkok,4594,cash
2023-09-24,Cairo,1911,cash
2023-05-26,Toronto,4637,cash
2023-01-02,Istanbul,1144,mobile payment
2023-07-04,Berlin,4003,credit card
2023-12-17,Lagos,568,debit card
2023-07-11,Barcelona,4842,cash
2023-08-23,Moscow,1077,cryptocurrency
2023-04-22,Mumbai,506,cryptocurrency
2023-05-11,Cairo,393,voucher
2023-04-18,Moscow,4291,mobile payment
2023-10-30,Seoul,479,voucher
2023-02-24,São Paulo,4333,cash
2023-09-28,Tokyo,4391,voucher
2023-07-24,Dubai,2290,cryptocurrency
2023-08-27,Cairo,4799,credit card
2023-03-03,São Paulo,1876,voucher
2023-06-03,Tokyo,284,credit card
2023-07-21,Bangkok,3397,bank transfer
2023-12-04,Sydney,2759,debit card
2023-06-05,Berlin,3425,bank transfer
2023-10-02,Cairo,2052,bank transfer
2023-11-03,Bangkok,4739,cash
2023-02-08,Tokyo,4955,cash
2023-07-27,Dubai,1425,debit card
2023-04-04,Barcelona,3662,credit card
2023-07-11,São Paulo,264,cash
2023-07-13,New York,3164,voucher
2023-03-30,Cairo,4036,cash
2023-06-11,Mexico City,4564,voucher
2023-03-06,Moscow,1785,mobile payment
2023-08-13,Toronto,2594,cash
2023-07-22,Mexico City,1576,cryptocurrency
2023-11-19,São Paulo,3365,debit card
2023-08-30,Moscow,2777,cryptocurrency
2023-12-02,Bangkok,2194,voucher
2023-04-15,Bangkok,3837,cash
2023-08-20,Amsterdam,3422,cryptocurrency
2023-09-26,Dubai,3238,mobile payment
2023-04-08,Cairo,2864,voucher
2023-07-02,Toronto,1714,debit card
2023-02-10,Cairo,1083,mobile payment
2023-03-10,Dubai,3381,cash
2023-08-20,Mexico City,3856,cryptocurrency
2023-12-06,Moscow,3825,bank transfer
2023-09-06,New York,677,voucher
2023-07-21,Tokyo,4602,cryptocurrency
2023-08-26,Mexico City,4232,debit card
2023-03-20,Paris,1208,credit card
2023-04-18,Cairo,949,debit card
2023-06-25,São Paulo,361,bank transfer
2023-07-31,Paris,2802,debit card
2023-09-17,Cairo,4903,voucher
2023-03-07,London,3013,mobile payment
2023-09-08,Berlin,4856,cash
2023-08-11,London,4984,voucher
2023-08-25,São Paulo,1665,voucher
2023-12-27,Barcelona,767,debit card
2023-01-28,Amsterdam,1411,credit card
2023-09-08,Barcelona,4588,mobile payment
2023-12-21,London,301,debit card
2023-04-11,London,4734,credit card
2023-02-05,Amsterdam,4954,cash
2023-05-06,Paris,1496,cryptocurrency
2023-10-23,Bangkok,3952,mobile payment
2023-04-27,Seoul,4401,bank transfer
2023-10-02,São Paulo,5,bank transfer
2023-10-01,Sydney,3849,cash
2023-08-23,Lagos,2893,debit card
2023-07-03,Istanbul,373,mobile payment
2023-04-16,Amsterdam,524,bank transfer
2023-02-26,Toronto,928,bank transfer
2023-04-18,Tokyo,1675,mobile payment
2023-05-10,Mumbai,2713,credit card
2023-01-21,London,2837,voucher
2023-01-28,Moscow,3643,cash
2023-03-04,Amsterdam,3942,debit card
2023-01-09,Rome,3760,cash
2023-04-28,Berlin,165,cash
2023-07-31,Cairo,365,bank transfer
2023-07-14,Istanbul,3948,bank transfer
2023-03-27,Mexico City,4850,bank transfer
2023-11-03,New York,826,credit card
2023-11-12,New York,1371,cryptocurrency
2023-06-11,Tokyo,3694,cash
2023-08-17,Dubai,4676,debit card
2023-05-04,Seoul,1071,debit card
2023-10-05,Seoul,3594,cryptocurrency
2023-05-26,Mumbai,3449,cryptocurrency
2023-09-15,London,4752,cash
2023-04-14,Berlin,4901,voucher
2023-07-21,Paris,1103,voucher
2023-08-04,Rome,2400,cash
2023-10-18,London,352,voucher
2023-06-30,Rome,1890,cryptocurrency
2023-06-12,Sydney,3708,credit card
2023-07-11,Sydney,1935,cryptocurrency
2023-08-13,Lagos,361,cash
2023-11-27,New York,3676,bank transfer
2023-12-04,Lagos,518,voucher
2023-03-01,Amsterdam,693,voucher
2023-06-10,Cairo,2028,mobile payment
2023-06-15,Istanbul,865,bank transfer
2023-07-17,Mumbai,1956,bank transfer
2023-03-18,Paris,4624,debit card
2023-12-08,Cairo,83,bank transfer
2023-09-10,Moscow,2309,bank transfer
2023-12-28,Istanbul,4447,voucher
2023-11-26,Bangkok,562,cash
2023-11-17,Tokyo,4287,cash
2023-05-19,Dubai,1742,cash
2023-06-13,Istanbul,1812,bank transfer
2023-10-10,London,1327,bank transfer
2023-02-16,Bangkok,2952,cryptocurrency
2023-06-27,Bangkok,206,mobile payment
2023-11-28,Toronto,3517,cash
2023-02-02,Lagos,1008,cryptocurrency
2023-08-09,Bangkok,4083,bank transfer
2023-01-01,Tokyo,42,cryptocurrency
2023-02-21,Seoul,1579,cash
2023-03-28,London,1305,voucher
2023-11-01,Cairo,4709,credit card
2023-08-18,Istanbul,4097,cryptocurrency
2023-04-22,Seoul,325,cryptocurrency
2023-07-31,Toronto,4664,bank transfer
2023-10-20,Seoul,2219,bank transfer
2023-06-28,Seoul,2988,cash
2023-06-15,Barcelona,4109,mobile payment
2023-11-02,Barcelona,212,debit card
2023-11-07,Moscow,3778,mobile payment
2023-01-31,Barcelona,4720,credit card
2023-01-19,Bangkok,864,voucher
2023-06-17,Cairo,2108,bank transfer
2023-02-07,Paris,1097,credit card
2023-10-09,Paris,2525,mobile payment
2023-05-13,London,3033,credit card
2023-08-21,Sydney,1846,mobile payment
2023-01-21,Berlin,1095,credit card
2023-12-26,London,4823,cryptocurrency
2023-05-09,Seoul,113,debit card
2023-06-19,Mumbai,1510,cash
2023-07-20,Bangkok,3147,cryptocurrency
2023-07-24,Berlin,2834,mobile payment
2023-07-31,Mexico City,821,credit card
2023-04-11,Istanbul,3310,cryptocurrency
2023-05-11,Mumbai,4518,mobile payment
2023-11-13,Istanbul,903,cash
2023-11-25,Tokyo,1351,credit card
2023-09-29,Amsterdam,4772,mobile payment
2023-11-10,Paris,1491,debit card
2023-08-15,Paris,451,mobile payment
2023-11-21,New York,3390,mobile payment
2023-07-27,London,4760,mobile payment
2023-12-05,Paris,1110,voucher
2023-06-28,Mexico City,3378,cryptocurrency
2023-06-05,Moscow,48,cash
2023-11-23,Amsterdam,2768,cash
2023-12-29,Sydney,4602,credit card
2023-10-27,New York,3857,debit card
2023-05-15,Toronto,1257,credit card
2023-02-01,Barcelona,636,voucher
2023-05-03,London,3588,mobile payment
2023-10-30,São Paulo,758,mobile payment
2023-07-04,Berlin,1319,cryptocurrency
2023-05-16,Mexico City,1326,mobile payment
2023-03-30,Barcelona,1406,bank transfer
2023-05-07,Amsterdam,784,cash
2023-02-20,Amsterdam,372,cash
2023-08-26,Moscow,2049,credit card
2023-06-23,Bangkok,2629,voucher
2023-05-20,Dubai,2163,debit card
2023-07-09,Tokyo,1127,credit card
2023-12-01,Istanbul,3635,cash
2023-06-02,Amsterdam,2591,cryptocurrency
2023-01-28,Berlin,2824,cash
2023-06-13,Lagos,2084,cash
2023-05-11,Seoul,3314,debit card
2023-02-15,Barcelona,152,debit card
2023-10-08,Dubai,2790,credit card
2023-10-13,Istanbul,1761,mobile payment
2023-09-16,Berlin,3007,credit card
2023-04-02,Mexico City,3611,bank transfer
2023-01-11,Lagos,1963,mobile payment
2023-09-20,Seoul,4412,voucher
2023-12-09,Bangkok,2627,voucher
2023-06-29,Seoul,1304,credit card
2023-01-24,Seoul,4470,cryptocurrency
2023-05-01,Sydney,3580,credit card
2023-12-30,Mumbai,4620,debit card
2023-04-26,Toronto,3630,voucher
2023-07-24,Berlin,2116,credit card
2023-10-26,São Paulo,2971,cryptocurrency
2023-10-02,Mumbai,2371,debit card
2023-08-08,Moscow,4304,bank transfer
2023-10-10,New York,2841,cryptocurrency
2023-02-17,London,1967,cryptocurrency
2023-04-10,Paris,3708,bank transfer
2023-08-11,Rome,4634,mobile payment
2023-06-27,Paris,4106,mobile payment
2023-03-27,London,2021,bank transfer
2023-04-02,Lagos,3495,debit card
2023-08-30,Tokyo,4994,bank transfer
2023-04-27,Paris,10,credit card
2023-12-25,Paris,2988,voucher
2023-07-08,London,418,cash
2023-07-07,Barcelona,518,debit card
2023-08-23,Paris,3915,debit card
2023-04-05,London,4497,cash
2023-08-11,Moscow,209,debit card
2023-08-10,Mexico City,2678,voucher
2023-12-29,London,131,credit card
2023-01-26,Berlin,2799,credit card
2023-08-19,Bangkok,1751,cash
2023-10-05,Mumbai,3830,mobile payment
2023-03-30,Paris,47,debit card
2023-10-09,São Paulo,2443,mobile payment
2023-12-21,Barcelona,2894,voucher
2023-03-08,Istanbul,1802,mobile payment
2023-10-09,London,823,cash
2023-08-04,Seoul,1662,voucher
2023-08-11,Toronto,1930,voucher
2023-01-23,Mexico City,4007,voucher
2023-03-03,São Paulo,2753,bank transfer
2023-01-13,Seoul,2620,voucher
2023-01-19,Amsterdam,1097,bank transfer
2023-05-19,Moscow,1438,voucher
2023-04-11,London,110,credit card
2023-10-25,Moscow,1322,bank transfer
2023-01-27,Moscow,3499,bank transfer
2023-01-02,Sydney,1572,cryptocurrency
2023-04-10,Barcelona,332,cryptocurrency
2023-07-02,Toronto,4977,voucher
2023-10-09,Seoul,4503,mobile payment
2023-10-22,Tokyo,1743,cash
2023-11-04,Mexico City,4036,cryptocurrency
2023-10-10,Mexico City,3098,debit card
2023-05-21,Mumbai,3966,mobile payment
2023-09-29,São Paulo,2883,cash
2023-01-10,Paris,1413,debit card
2023-08-15,Cairo,3006,bank transfer
2023-01-06,Sydney,3840,voucher
2023-01-23,Berlin,1339,bank transfer
2023-07-27,Cairo,2367,bank transfer
2023-10-10,Moscow,2893,bank transfer
2023-08-01,Seoul,3550,debit card
2023-10-10,Cairo,4260,bank transfer
2023-03-19,London,3405,debit card
2023-12-20,Cairo,3064,cryptocurrency
2023-02-07,Cairo,3040,voucher
2023-01-08,Berlin,3054,cryptocurrency
2023-06-18,Amsterdam,32,credit card
2023-06-28,Moscow,4717,cryptocurrency
2023-05-07,Istanbul,3703,voucher
2023-07-05,Lagos,4823,cash
2023-10-08,Seoul,680,cryptocurrency
2023-08-23,Paris,2631,debit card
2023-03-05,Mexico City,3097,cryptocurrency
2023-12-03,Paris,1865,debit card
2023-03-09,Mumbai,4338,cryptocurrency
2023-01-18,Paris,2051,bank transfer
2023-01-28,Mumbai,2625,debit card
2023-05-06,Istanbul,435,cryptocurrency
2023-04-13,Mexico City,4201,voucher
2023-11-28,Mexico City,2274,debit card
2023-02-26,Moscow,2671,mobile payment
2023-09-28,London,757,cryptocurrency
2023-06-03,Rome,4581,bank transfer
2023-05-04,Istanbul,875,voucher
2023-01-13,Dubai,4353,cash
2023-04-16,Cairo,873,mobile payment
2023-03-03,Mexico City,2568,cryptocurrency
2023-06-16,Bangkok,3358,debit card
2023-06-17,Amsterdam,3034,cryptocurrency
2023-05-18,Mexico City,1227,debit card
2023-10-03,Dubai,2587,mobile payment
2023-11-12,Toronto,2807,mobile payment
2023-09-16,Seoul,671,mobile payment
2023-05-27,Sydney,4,cryptocurrency
2023-08-12,Paris,2005,cash
2023-09-29,Toronto,1158,credit card
2023-05-15,Bangkok,1184,mobile payment
2023-11-23,New York,1072,cryptocurrency
2023-07-08,Mexico City,1640,voucher
2023-06-18,Lagos,4388,voucher
2023-09-20,Istanbul,3917,cash
2023-03-15,Rome,2082,cryptocurrency
2023-04-24,Sydney,2017,voucher
2023-11-13,São Paulo,2025,voucher
2023-12-29,London,744,cryptocurrency
2023-04-12,Lagos,3120,debit card
2023-02-05,Rome,1435,bank transfer
2023-02-19,Dubai,3011,bank transfer
2023-10-08,London,1213,debit card
2023-02-07,Istanbul,3881,debit card
2023-09-22,London,1246,cash
2023-02-06,São Paulo,3198,credit card
2023-01-08,Lagos,2088,mobile payment
2023-05-14,Rome,2419,mobile payment
2023-10-23,Berlin,3859,debit card
2023-07-02,Mexico City,287,voucher
2023-09-20,Amsterdam,1075,bank transfer
2023-01-05,London,4873,cryptocurrency
2023-12-08,Bangkok,4739,debit card
2023-08-12,Paris,71,mobile payment
2023-01-15,Bangkok,2203,cryptocurrency
2023-09-11,Istanbul,544,mobile payment
2023-10-21,Toronto,4565,debit card
2023-04-08,New York,4079,debit card
2023-07-18,Toronto,4694,credit card
2023-11-22,Lagos,1783,credit card
2023-06-22,Amsterdam,4405,mobile payment
2023-03-19,London,3938,credit card
2023-11-01,São Paulo,4223,cryptocurrency
2023-08-21,Lagos,4410,cryptocurrency
2023-01-17,Sydney,4710,cryptocurrency
2023-10-26,New York,1221,mobile payment
2023-07-18,Istanbul,4515,cash
2023-03-12,Seoul,1908,bank transfer
2023-06-01,Rome,3616,credit card
2023-02-03,Tokyo,2238,cash
2023-05-27,Istanbul,641,cryptocurrency
2023-04-23,New York,4560,mobile payment
2023-01-16,Dubai,3053,bank transfer
2023-02-12,Toronto,4617,cash
2023-08-27,Lagos,886,voucher
2023-05-31,New York,3976,voucher
2023-02-07,London,1547,voucher
2023-12-03,Sydney,4247,voucher
2023-12-13,Berlin,3581,mobile payment
2023-09-10,Seoul,2715,debit card
2023-10-22,Moscow,4357,voucher
2023-04-11,Sydney,1101,voucher
2023-06-15,Paris,1423,cash
2023-08-17,Barcelona,193,bank transfer
2023-08-24,New York,639,cryptocurrency
2023-08-13,Bangkok,2385,voucher
2023-09-16,Moscow,2007,cash
2023-02-11,Istanbul,1534,bank transfer
2023-05-14,Toronto,2265,cryptocurrency
2023-08-05,Bangkok,4799,cryptocurrency
2023-10-25,Sydney,1449,debit card
2023-11-29,Tokyo,146,credit card
2023-02-06,Tokyo,4843,voucher
2023-03-26,Moscow,4253,cash
2023-10-23,Rome,2288,cash
2023-04-02,Barcelona,1063,voucher
2023-05-22,Rome,454,voucher
2023-12-17,Istanbul,2942,credit card
2023-08-18,Berlin,3102,credit card
2023-12-12,Cairo,4356,cash
2023-08-12,Amsterdam,4616,debit card
2023-05-07,Barcelona,4144,bank transfer
2023-09-12,Mexico City,2672,bank transfer
2023-09-28,Toronto,4756,debit card
2023-06-13,Berlin,4777,voucher
2023-07-12,Tokyo,3055,cryptocurrency
2023-01-24,Seoul,2429,credit card
2023-01-05,Rome,2739,debit card
2023-03-25,Sydney,222,voucher
2023-10-20,Berlin,4522,debit card
2023-06-23,Mumbai,3388,voucher
2023-04-21,Dubai,3299,cash
2023-03-01,Moscow,818,credit card
2023-01-02,Lagos,2891,cash
2023-11-28,Rome,1706,mobile payment
2023-01-08,Rome,3526,credit card
2023-10-31,Paris,3754,debit card
2023-12-07,São Paulo,3347,mobile payment
2023-05-14,Tokyo,1895,mobile payment
2023-01-28,Tokyo,4850,cash
2023-03-19,Istanbul,4963,cash
2023-05-29,Bangkok,2393,credit card
2023-09-25,Berlin,103,bank transfer
2023-02-26,Seoul,1116,cash
2023-04-29,Barcelona,2215,bank transfer
2023-02-01,Paris,1472,cryptocurrency
2023-07-19,Rome,1536,bank transfer
2023-08-20,São Paulo,96,voucher
2023-06-05,New York,4207,mobile payment
2023-11-26,Mexico City,887,mobile payment
2023-01-19,London,3423,cryptocurrency
2023-12-11,Seoul,1739,credit card
2023-05-30,Tokyo,2447,cash
2023-07-12,São Paulo,1370,voucher
2023-01-12,Istanbul,2376,cash
2023-08-03,Dubai,3533,voucher
2023-05-24,Moscow,1289,cryptocurrency
2023-08-05,New York,4393,voucher
2023-03-18,Lagos,1074,cryptocurrency
2023-08-13,Cairo,602,credit card
2023-03-16,Mexico City,1972,debit card
2023-01-10,Rome,1166,bank transfer
2023-09-27,Sydney,1247,bank transfer
2023-07-06,Berlin,2283,cryptocurrency
2023-10-09,Seoul,104,bank transfer
2023-01-03,Dubai,3972,cryptocurrency
2023-05-20,Tokyo,859,credit card
2023-11-11,Barcelona,966,mobile payment
2023-12-04,London,4431,cryptocurrency
2023-04-17,Dubai,2241,cryptocurrency
2023-05-31,London,841,credit card
2023-08-12,Lagos,2080,debit card
2023-09-16,Mumbai,1350,mobile payment
2023-09-06,Rome,3152,credit card
2023-10-16,Amsterdam,2230,mobile payment
2023-03-30,Berlin,4732,bank transfer
2023-11-19,Mumbai,3088,debit card
2023-01-03,Toronto,3249,cryptocurrency
2023-11-17,Cairo,4107,voucher
2023-12-30,London,2209,debit card
2023-10-03,Dubai,4790,voucher
2023-12-15,Moscow,3170,mobile payment
2023-02-05,Bangkok,4650,credit card
2023-07-03,Tokyo,2372,cryptocurrency
2023-01-02,Toronto,1151,voucher
2023-02-11,Toronto,1717,mobile payment
